Course_number,Course_title,Units,Type,Time,Days,Instructor,Department,Rating_Class,Overall_Rating
ARCH-505aL,"Graduate Architecture Design I","6.0 units",Lecture-Lab,1:00-5:50pm,"Mon, Wed","Eric Haas",NULL,NULL,NULL
ARCH-523bL,"Structural Design and Analysis","3.0 units",Lecture-Lab,9:30-10:50am,"Tue, Thu","Santosh Shahi",NULL,NULL,NULL
ARCH-526,"Professional Practice: Legal and Economic Context, Project Documentation","3.0 units",Lecture,9:00-12:50pm,Friday,"John Southern Karen Kensek",NULL,NULL,NULL
ARCH-538L,"Planting Design","2.0 units",Lecture-Lab,12:30-2:20pm,Tuesday,"Esther Margulies",NULL,NULL,NULL
ARCH-539L,"Media for Landscape Architecture","3.0 units",Lecture-Lab,10:00-12:50pm,Tuesday,"Aroussiak Gabrielian",NULL,NULL,NULL
ARCH-542aL,"Landscape Architecture Design","6.0 units",Lecture-Lab,1:00-5:50pm,"Mon, Fri","Jessica Henson",NULL,NULL,NULL
ARCH-556,"Readings in Heritage Conservation Theory","2.0 units",Lecture,6:00-7:50pm,Monday,"Trudi Sandmeier",NULL,NULL,NULL
ARCH-585,"Visual Storytelling and Entrepreneurship in Media","2.0 units",Lecture,12:30-2:20pm,Tuesday,"Lee Schneider",NULL,NULL,NULL
ARCH-588,"Interactive Architecture: Computing and the Physical World","3.0 units",Lecture-Lab,9:00-11:50am,Tuesday,"Kyle Konis",NULL,NULL,NULL
ARCH-619,"Digital Fabrication - Materials and Methods of Production","3.0 units",Lecture,1:00-3:50pm,Tuesday,"Robert Ley",NULL,NULL,NULL
ARCH-642L,"Landscape Architecture Design","6.0 units",Lecture-Lab,1:00-5:50pm,"Mon, Wed","Jen Toy",NULL,NULL,NULL
ARCH-691b,"Heritage Conservation Thesis Preparation and Thesis","4.0 units",Lecture,9:00-12:20pm,Monday,"Trudi Sandmeier",NULL,NULL,NULL
ARCH-691z,"Heritage Conservation Thesis Preparation and Thesis","0.0 units",Lecture,TBA,TBA,"Trudi Sandmeier",NULL,NULL,NULL
ARCH-698a,"Advanced Design-Research","3.0 units",Lecture,9:00-11:50am,Monday,"Jerome Chou",NULL,NULL,NULL
ARCH-705L,"Advanced Graduate Architecture Design- Topics","6.0 units, max 12",Lecture-Lab,1:00-5:50pm,MWF,"Robert Ley",NULL,NULL,NULL
ART-330,"Ceramics II","4.0 units",Lecture,3:00-5:40pm,"Mon, Wed","Julia Haft-Candell",NULL,NULL,NULL
ART-485,"Studio Capstone","4.0 units",Lecture,3:00-5:40pm,"Mon, Wed","Jennifer West",NULL,NULL,NULL
ART-594a,"Master's Thesis","2.0 units",Lecture,TBA,TBA,"Nao Bustamante",NULL,NULL,NULL
ART-594z,"Master's Thesis","0.0 units",Lecture,TBA,TBA,"Nao Bustamante",NULL,NULL,NULL
ASTE-331a,"Spacecraft Systems Engineering","3.0 units",Lecture,12:30-3:20pm,Friday,"Jim Chase",NULL,NULL,NULL
ASTE-490x,"Directed Research","1.0-8.0 units, max 12",Lecture,TBA,TBA,"David Barnhart",NULL,NULL,NULL
ASTE-527,"Space Exploration Architectures Concept Synthesis Studio","3.0 units",Lecture,6:40-9:20pm,Tuesday,"Madhu Thangavelu",NULL,NULL,NULL
ASTE-556,"Spacecraft Structural Dynamics","3.0 units",Lecture,6:40-9:20pm,Wednesday,"Oscar Alvarez",NULL,NULL,NULL
ASTE-571,"Solid Rocket Propulsion","3.0 units",Lecture,7:00-9:40pm,Thursday,"David Reese",NULL,NULL,NULL
ASTE-577,"Entry and Landing Systems for Planetary Surface Exploration","3.0 units",Lecture,6:40-9:20pm,Monday,"Anita Sengupta",NULL,NULL,NULL
ASTE-589,"Solar System Navigation","3.0 units",Lecture,6:40-9:20pm,Wednesday,"Gerald Hintz Rodney Anderson Troy Goodson",NULL,NULL,NULL
ASTE-694b,Thesis,"2.0 units",Lecture,TBA,TBA,"Dan Erwin Joseph Wang",NULL,NULL,NULL
ASTE-694z,Thesis,"0.0 units",Lecture,TBA,TBA,"Dan Erwin",NULL,NULL,NULL
ASTE-794b,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Mike Gruntman Dan Erwin Joseph Wang Azad Madni",NULL,NULL,NULL
ASTE-794d,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Mike Gruntman Dan Erwin Joseph Wang Azad Madni",NULL,NULL,NULL
ASTE-794z,"Doctoral Dissertation","0.0 units",Lecture,TBA,TBA,"Dan Erwin Joseph Wang Azad Madni",NULL,NULL,NULL
BAEP-556,"Technology Feasibility","3.0 units",Lecture,6:30-9:30pm,Monday,"Pai-Ling Yin",NULL,NULL,NULL
BAEP-559,"Investing in New Ventures","3.0 units",Lecture,6:30-9:30pm,Tuesday,"Scott Lenet Selina Troesch Munster",NULL,NULL,NULL
BAEP-571,"Social Innovation Design","3.0 units",Lecture,6:30-9:30pm,Tuesday,"Abby Fifer Mandell",NULL,NULL,NULL
BAEP-591,"Social Entrepreneurship","2.0-3.0 units",Lecture,6:30-9:30pm,Monday,"Adlai Wertman",Business,good,4.8
BAEP-595,"Internship in Business Entrepreneurship","0.5-2.0 units, max 9",Lecture,TBA,TBA,"Adlai Wertman Michael Rivera",NULL,NULL,NULL
BIOC-594a,"Master's Thesis","2.0 units",Lecture,TBA,TBA,"Judd Rice",NULL,NULL,NULL
BIOC-594b,"Master's Thesis","2.0 units",Lecture,TBA,TBA,"Judd Rice",NULL,NULL,NULL
BIOC-594z,"Master's Thesis","0.0 units",Lecture,TBA,TBA,"Judd Rice",NULL,NULL,NULL
BIOC-596,"Internship for Curricular Practical Training","1.0-3.0 units, max 3",Lecture,TBA,TBA,"Judd Rice",NULL,NULL,NULL
BIOC-790,Research,"1.0-12.0 units",Lecture,TBA,TBA,"Peggy Farnham",NULL,NULL,NULL
BIOC-794a,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Peggy Farnham",NULL,NULL,NULL
BIOC-794b,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Peggy Farnham",NULL,NULL,NULL
BIOC-794c,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Peggy Farnham",NULL,NULL,NULL
BIOC-794d,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Peggy Farnham",NULL,NULL,NULL
BIOC-794z,"Doctoral Dissertation","0.0 units",Lecture,TBA,TBA,"Peggy Farnham",NULL,NULL,NULL
BISC-320Lg,"Molecular Biology","4.0 units",Lecture,11:00-11:50am,MWF,"Oscar Aparicio Irene Chiolo Carolyn Phillips",NULL,NULL,NULL
BISC-320Lg,"Molecular Biology","4.0 units",Lecture,11:00-11:50am,MWF,"Oscar Aparicio Irene Chiolo Carolyn Phillips",NULL,NULL,NULL
BISC-320Lg,"Molecular Biology","4.0 units",Lecture,11:00-11:50am,MWF,"Oscar Aparicio Irene Chiolo Carolyn Phillips",NULL,NULL,NULL
BISC-325,Genetics,"4.0 units",Lecture,1:00-1:50pm,MWF,"Sergey Nuzhdin Ian Ehrenreich",NULL,NULL,NULL
BISC-403,"Advanced Molecular Biology","4.0 units",Lecture,12:30-1:50pm,"Tue, Thu","Susan L Forsburg John Tower",NULL,NULL,NULL
BISC-421,Neurobiology,"4.0 units",Lecture,11:00-11:50am,MWF,"Judith Hirsch Emily Liman David McKemy",NULL,NULL,NULL
BISC-473L,"Biological Oceanography","4.0 units",Lecture,2:00-3:20pm,"Tue, Thu","Naomi Levine Cameron Thrash",NULL,NULL,NULL
BISC-486,"Regenerative Medicine: Principles, Paradigms and Practice","4.0 units",Lecture,5:30-8:20pm,Monday,"Andrew McMahon",NULL,NULL,NULL
BISC-493x,"Honors Seminar","1.0 units, max 4",Lecture,12:00-12:50pm,Wednesday,"John Tower Andrew Gracey",NULL,NULL,NULL
BISC-494x,"Honors Thesis","2.0 units",Lecture,12:00-12:50pm,Wednesday,"John Tower Andrew Gracey",NULL,NULL,NULL
BISC-572,"Medical Physiology I","4.0 units",Lecture,3:30-5:00pm,MTuTh,"Harvey Kaslow Jang-Hyun Youn E. Todd Schroeder Michael Jakowec Andrew Cheng Jon Detterich Ray Matthews John Wood Michael Bowdish Georgina Gyarmati Alicia McDonough Janos Peti Peterdi Kenneth Hallows Wei Li Beiyun Zhou Thomas Keens Laura Perin Gallandt",NULL,NULL,NULL
BISC-588,"Introduction to Bioinformatics","2.0 units",Lecture,1:00-3:00pm,Friday,"Cameron Thrash",NULL,NULL,NULL
BME-403L,"Physiological Systems","4.0 units",Lecture,8:00-9:20am,"Mon, Wed","Stan Yamashiro",NULL,NULL,NULL
BME-404,"Orthopaedic Biomechanics","4.0 units",Lecture,5:00-6:40pm,"Mon, Wed","Edward Ebramzadeh",NULL,NULL,NULL
BME-405L,"Senior Projects: Measurements and Instrumentation","4.0 units",Lecture,11:00-12:20pm,"Tue, Thu","Jean-Michel Maarek",NULL,NULL,NULL
BUAD-101,"Freshman Leadership Seminar","2.0 units",Lecture,10:00-11:50am,Friday,"Carl Voigt",Business,good,4.1
BUAD-305,"Abridged Core Concepts of Accounting Information","4.0 units",Lecture,8:00-9:50am,"Tue, Thu","Zivia Wilson Sweeney",NULL,NULL,NULL
BUAD-306,"Business Finance","4.0 units",Lecture,4:00-5:50pm,"Tue, Thu","Ekaterina Neretina Yaron Levi",NULL,NULL,NULL
BUAD-315x,"Basics of Project and Operations Management for Non-Majors","2.0 units",Lecture,4:00-5:50pm,"Tue, Thu","Cosimo Arnesano",NULL,NULL,NULL
BUAD-495,"Practicum in Business Issues (Internship)","1.0 units, max 12",Lecture,TBA,TBA,"Ellecia Williams",NULL,NULL,NULL
BUAD-497,"Strategic Management","4.0 units",Lecture,8:00-9:50am,"Mon, Wed","Christine El Haddad",NULL,NULL,NULL
BUCO-593,"Independent Research in Management Communication","0.5-4.0 units, max 12",Lecture,TBA,TBA,"Peter Cardon",NULL,NULL,NULL
CBY-594a,"Master's Thesis","2.0 units",Lecture,TBA,TBA,"Michael Paine",NULL,NULL,NULL
CBY-594b,"Master's Thesis","2.0 units",Lecture,TBA,TBA,"Michael Paine",NULL,NULL,NULL
CBY-594z,"Master's Thesis","0.0 units",Lecture,TBA,TBA,"Michael Paine",NULL,NULL,NULL
CBY-794a,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Michael Paine",NULL,NULL,NULL
CBY-794b,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Michael Paine",NULL,NULL,NULL
CBY-794c,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Michael Paine",NULL,NULL,NULL
CBY-794d,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Michael Paine",NULL,NULL,NULL
CBY-794z,"Doctoral Dissertation","0.0 units",Lecture,TBA,TBA,"Michael Paine",NULL,NULL,NULL
CE-358L,"Elementary Theory of Structures","4.0 units",Lecture,9:00-10:50am,"Tue, Thu","Mihailo Trifunac",NULL,NULL,NULL
CE-459,"Introduction to Structural Dynamics","2.0 units",Lecture,2:00-3:50pm,Wednesday,"Sami Masri",NULL,NULL,NULL
CE-470,"Building Information Modeling: Project Visualization and Sim","4.0 units",Lecture,1:30-4:50pm,Thursday,"Burcin Becerik",NULL,NULL,NULL
CE-471,"Principles of Transportation Engineering","4.0 units",Lecture,6:00-7:50pm,"Tue, Thu","Ketan Savla",NULL,NULL,NULL
CE-485,"Water Treatment Design","4.0 units",Lecture,6:30-9:50pm,Wednesday,"Wonho Song",NULL,NULL,NULL
CE-490x,"Directed Research","1.0-8.0 units, max 12",Lecture,TBA,TBA,"Carter Wellford",NULL,NULL,NULL
CE-523,"Physiochemical Processes in Environmental Engineering","4.0 units",Lecture,11:00-12:50pm,"Mon, Wed","Amy Childress",NULL,NULL,NULL
CE-527,"Climate Change and Atmospheric Aerosols","4.0 units",Lecture,3:30-6:10pm,Wednesday,"George Ban-Weiss",NULL,NULL,NULL
CE-541,"Dynamics of Structures","4.0 units",Lecture,1:30-4:50pm,Monday,"Sami Masri",NULL,NULL,NULL
CE-594a,"Master's Thesis","2.0 units",Lecture,TBA,TBA,"Burcin Becerik",NULL,NULL,NULL
CE-594b,"Master's Thesis","2.0 units",Lecture,TBA,TBA,"Burcin Becerik",NULL,NULL,NULL
CE-794a,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Burcin Becerik",NULL,NULL,NULL
CE-794b,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Burcin Becerik",NULL,NULL,NULL
CE-794c,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Burcin Becerik",NULL,NULL,NULL
CE-794d,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Burcin Becerik",NULL,NULL,NULL
CE-794z,"Doctoral Dissertation","0.0 units",Lecture,TBA,TBA,"Burcin Becerik",NULL,NULL,NULL
CHE-305,"Numerical and Statistical Analysis for Chemical Engineers","4.0 units",Lecture,2:00-3:50pm,"Mon, Wed","Nicholas Graham",NULL,NULL,NULL
CHE-450,"Sustainable Energy","4.0 units",Lecture,12:00-1:50pm,"Mon, Wed","Shaama Mallikarjun Sharada",NULL,NULL,NULL
CHE-460L,"Chemical Process Dynamics and Control","4.0 units",Lecture,9:00-10:50am,"Mon, Wed","Robert Young",Engineering,poor,1.8
CHE-463L,"Introduction to Transport Processes in Porous Media","4.0 units",Lecture,3:30-6:10pm,Wednesday,"Kristian Jessen",NULL,NULL,NULL
CHE-485,"Computer-Aided Chemical Process Design","4.0 units",Lecture,2:00-3:50pm,"Tue, Thu","Robert Young",Engineering,poor,1.8
CHE-542,"Chemical Engineering Kinetics","4.0 units",Lecture,11:30-1:20pm,"Mon, Wed","Theo Tsotsis",NULL,NULL,NULL
CHEM-105aLg,"General Chemistry","4.0 units",Lecture,9:00-9:50am,MWF,"Smaranda Marinescu Oleg Prezhdo",NULL,NULL,NULL
CHEM-105aLg,"General Chemistry","4.0 units",Lecture,9:00-9:50am,MWF,"Smaranda Marinescu Oleg Prezhdo",NULL,NULL,NULL
CHEM-105aLg,"General Chemistry","4.0 units",Lecture,9:00-9:50am,MWF,"Smaranda Marinescu Oleg Prezhdo",NULL,NULL,NULL
CHEM-300L,"Analytical Chemistry","4.0 units",Lecture-Discussion,10:00-10:50am,MWF,"Sri Narayan Michael Inkpen",NULL,NULL,NULL
CHEM-322bL,"Organic Chemistry","4.0 units",Lecture,10:00-10:50am,MWF,"Barry Thompson",Chemistry,good,4.8
CHEM-350,"Molecular Principles of Biochemistry","4.0 units",Lecture,9:30-10:50am,"Tue, Thu","Chiho Mak",NULL,NULL,NULL
CHEM-426,"Advanced Organic Chemistry","4.0 units",Lecture,9:30-10:50am,"Tue, Thu","Chao Zhang",Chemistry,good,3.5
CHEM-516,"Synthesis, Reactivity and Mechanism in Inorganic and Organometallic Chemistry","4.0 units",Lecture,9:00-9:50am,MWThF,"Megan Fieser",NULL,NULL,NULL
CJ-500,Criminology,"2.0 units",Lecture,6:00-7:00pm,Wednesday,"Steven Lurie Michael Chen Christopher Montante Nicolas Perez",NULL,NULL,NULL
CJ-515,"Applied Research Methods for Criminal Justice","2.0 units",Lecture,6:00-7:00pm,Thursday,"Mischelle Van Brakle",NULL,NULL,NULL
CJ-535,"Youthful Offenders","2.0 units",Lecture,6:00-7:00pm,Thursday,"Samantha Buckingham Joseph Cortez",NULL,NULL,NULL
CJ-545,"Criminal Investigations","2.0 units",Lecture,6:00-7:00pm,Thursday,"Mari Kong Michael Chen Christopher Montante Nicolas Perez",NULL,NULL,NULL
CJ-550,"Corrections and Community Supervision","2.0 units",Lecture,6:00-7:00pm,Thursday,"Juan Mejia",NULL,NULL,NULL
CJ-555,"Making a Difference in Criminal Justice","2.0 units",Lecture,6:00-7:00pm,Tuesday,"Theodore Johnson",NULL,NULL,NULL
CLAS-490x,"Directed Research","1.0-8.0 units, max 12",Lecture,TBA,TBA,"Ann Marie Yasin",NULL,NULL,NULL
CMGT-591,"Communication Internship","1.0-2.0 units, max 3",Lecture,TBA,TBA,"Daniela Baroffio",NULL,NULL,NULL
CMPP-548,"Introduction to Producing for Television","2.0 units",Lecture,7:00-10:00pm,Wednesday,"Jon Kroll Katie Marsh",NULL,NULL,NULL
CMPP-565,"Scheduling and Budgeting","4.0 units",Lecture,7:30-10:30pm,Wednesday,"Janet Graham Elizabeth Sayre",NULL,NULL,NULL
CMPP-566,Finance,"2.0 units",Lecture,7:30-10:30pm,Thursday,"David Hutkin Stuart Pollok",NULL,NULL,NULL
CMPP-589a,"Graduate Film Business Seminar","3.0 units",Lecture,7:00-10:00pm,Thursday,"Jeffrey Korchek",NULL,NULL,NULL
CNB-502L,"Advanced Regional Anatomy I","2.0 units",Lecture,1:00-3:00pm,Monday,"Myra Laird",NULL,NULL,NULL
CNB-504L,"Human Skeletal Anatomy","3.0 units",Lecture,9:00-10:15am,Tuesday,"Kristian Carlson Ellie McNutt",NULL,NULL,NULL
CNB-572,"Medical Physiology I","4.0 units",Lecture,3:30-5:00pm,MTuTh,"Harvey Kaslow Jang-Hyun Youn E. Todd Schroeder Michael Jakowec Andrew Cheng Jon Detterich Ray Matthews John Wood Michael Bowdish Georgina Gyarmati Alicia McDonough Janos Peti Peterdi Kenneth Hallows Wei Li Beiyun Zhou Thomas Keens Laura Perin Gallandt",NULL,NULL,NULL
CNB-580L,"Gross Anatomy Teaching Practicum I","4.0 units",Lecture,3:00-4:00pm,Monday,"Michelle Winfield",NULL,NULL,NULL
CNTV-101,"Reality Starts Here","2.0 units",Lecture,1:00-3:50pm,Friday,"Marcus Anderson",NULL,NULL,NULL
CNTV-458,"Producing and Marketing Feature Length Films","2.0 units",Lecture,6:30-9:30pm,Monday,"Anne Globe",NULL,NULL,NULL
CNTV-490x,"Directed Research","1.0-8.0 units, max 12",Lecture,TBA,TBA,"Michael Renov",NULL,NULL,NULL
CNTV-595,"Professional Practicum","1.0-4.0 units, max 8",Lecture,TBA,TBA,"Benjamin Pola",NULL,NULL,NULL
COLT-593,"Teaching Practicum for Graduate Students","2.0 units",Lecture,TBA,TBA,"Jason Webb","Comparative Literature",good,4.5
COMM-490,"Directed Research","1.0-8.0 units, max 12",Lecture,TBA,TBA,"Alison Trope",Communication,average,3.3
COMM-502,"Theoretical Approaches to Multidisciplinary Design Projects","4.0 units",Lecture,3:30-6:20pm,Wednesday,"Jessica Neff",NULL,NULL,NULL
COMM-525,"Humanistic and Social Scientific Approaches to Human Communication I","4.0 units",Lecture,9:30-12:20pm,Tuesday,"Larry Gross",NULL,NULL,NULL
COMM-552,"Qualitative Research Methods in Communication","4.0 units",Lecture,9:30-12:20pm,Wednesday,"Patricia Riley",NULL,NULL,NULL
COMM-598,"Practicum in Global Communication Research","4.0 units",Lecture,TBA,TBA,"Patricia Riley",NULL,NULL,NULL
COMM-662,"Video Games Research","4.0 units",Lecture,1:00-3:50pm,Monday,"Dmitri Williams",Communication,average,3.3
COMM-794a,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Hector Amaya",NULL,NULL,NULL
COMM-794b,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Hector Amaya",NULL,NULL,NULL
COMM-794c,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Hector Amaya",NULL,NULL,NULL
COMM-794d,"Doctoral Dissertation","2.0 units",Lecture,TBA,TBA,"Hector Amaya",NULL,NULL,NULL
COMM-794z,"Doctoral Dissertation","0.0 units",Lecture,TBA,TBA,"Hector Amaya",NULL,NULL,NULL
CORE-601,"Teaching Analytical Writing through Readings in the Humanities","1.0 units, max 4",Lecture,11:00-12:50pm,Friday,"Trisha Tucker",English,good,4.3
CRIT-160g,"Critical Theory in Art, Design and Visual Culture","4.0 units",Lecture-Discussion,10:00-11:50am,"Mon, Wed","Anuradha Vikram",NULL,NULL,NULL
CRIT-160g,"Critical Theory in Art, Design and Visual Culture","4.0 units",Lecture-Discussion,10:00-11:50am,"Mon, Wed","Anuradha Vikram",NULL,NULL,NULL
CSCI-350,"Introduction to Operating Systems","4.0 units",Lecture,3:30-6:50pm,Monday,"Tanya Ryutov",NULL,NULL,NULL
CSCI-353,"Introduction to Internetworking","4.0 units",Lecture,3:30-6:50pm,Wednesday,"Tanya Ryutov",NULL,NULL,NULL
CSCI-360,"Introduction to Artificial Intelligence","4.0 units",Lecture,5:00-6:50pm,"Mon, Wed","Mohammad reza Rajati",NULL,NULL,NULL
CSCI-487,"Programming Game Engines","4.0 units",Lecture-Lab,10:00-11:50am,"Mon, Wed","Matthew Whiting","Computer Science",good,5.0
CSCI-527,"Applied Machine Learning for Games","4.0 units",Lecture,2:00-5:20pm,Tuesday,"Mike Zyda",NULL,NULL,NULL
CSCI-551,"Computer Networking","4.0 units",Lecture,10:00-11:50am,"Mon, Wed","John Heidemann",NULL,NULL,NULL
CSCI-557,"Computer Systems Architecture","4.0 units",Lecture,3:30-5:20pm,"Tue, Thu","Michel Dubois",NULL,NULL,NULL
CSCI-577a,"Software Engineering","4.0 units",Lecture,2:00-3:20pm,MWF,"Barry Boehm Supannika Koolmanojwong",NULL,NULL,NULL
CSCI-585,"Database Systems","4.0 units",Lecture,5:00-7:20pm,Wednesday,"Sathyanaraya Raghavachary",NULL,NULL,NULL
CSCI-651,"Advanced Computer Networking","4.0 units",Lecture,10:00-11:50am,"Mon, Wed","John Heidemann",NULL,NULL,NULL
CSCI-658,"Diagnosis and Design of Reliable Digital Systems","3.0 units",Lecture,5:30-8:20pm,Monday,"Moe Tabar",Engineering,average,2.5
CTAN-101L,"Introduction to the Art of Animation","2.0 units",Lecture-Lab,4:00-5:50pm,Wednesday,"Marcel Valcarce Sheila Sofian",NULL,NULL,NULL
CTAN-201L,"Intermediate Animation Production","3.0 units",Lecture-Lab,1:00-3:50pm,Monday,"Trixy Wattenbarger",Cinema,good,4.1
CTAN-301L,"3-D Character Performance Animation","3.0 units",Lecture-Lab,9:00-11:50am,Tuesday,"Jason Reisig",NULL,NULL,NULL
CTAN-443L,"Character Development for 3-D Animation and Games","2.0 units",Lecture-Lab,1:00-3:50pm,Wednesday,"Maks Naporowski",NULL,NULL,NULL
CTAN-496,"Directed Studies","2.0 units, max 4",Lecture,TBA,TBA,"Teresa Cheng",NULL,NULL,NULL
CTAN-544,"Introduction to the Art of Animation","3.0 units",Lecture-Lab,5:00-7:50pm,Tuesday,"Elisabeth Mann Karl Gnass",NULL,NULL,NULL
CTAN-555,"Animation Design and Production","4.0 units",Lecture,9:30-12:20pm,Tuesday,"Candace Reckinger Michael Patterson",NULL,NULL,NULL
CTAN-563,"Advanced Computer Animation","2.0 units",Lecture,9:00-11:50am,Monday,"Jason Reisig",NULL,NULL,NULL
CTAN-593,"Directed Studies in Animation","2.0 units, max 4",Lecture,TBA,TBA,"Teresa Cheng",NULL,NULL,NULL
CTIN-452L,"Themed Entertainment Design","4.0 units",Lecture-Lab,10:00-12:50pm,Wednesday,"Joseph Garlington Laurence Gertz",NULL,NULL,NULL
CTIN-483,"Introduction to Game Development","4.0 units",Lecture-Lab,10:00-11:50am,"Tue, Thu","Margaret Moser",NULL,NULL,NULL
CTIN-484L,"Intermediate Game Development","2.0 units",Lecture-Lab,1:00-2:50pm,Wednesday,"Margaret Moser",NULL,NULL,NULL
CTIN-489,"Intermediate Game Design Workshop","2.0 units",Lecture,1:00-2:50pm,Monday,"Peter Brinson",NULL,NULL,NULL
CTIN-491L,"Advanced Game Project I","4.0 units, max 8",Lecture,2:00-5:20pm,Thursday,"Tracy Fullerton",NULL,NULL,NULL
CTIN-594a,"Master's Thesis","2.0 units",Lecture-Lab,10:00-1:50pm,Thursday,"Jane Pinckard Laird Malamed",NULL,NULL,NULL
CTPR-290,"Cinematic Communication","4.0-6.0 units",Lecture-Lab,1:00-3:50pm,"Tue, Thu","Steven Albrezzi",NULL,NULL,NULL
CTPR-294,"Directing in Documentary, Fiction and New Media","4.0 units",Lecture,2:00-4:50pm,Wednesday,"Bradford Barnes Juli Juteau Steven Albrezzi",NULL,NULL,NULL
CTPR-295L,"Cinematic Arts Laboratory","4.0 units",Lecture-Lab,9:00-11:50am,Friday,"Bruce Finn Sahand Nikoukar Dan Lupovitz John Rosenberg",NULL,NULL,NULL
CTPR-310,"Intermediate Production","4.0-6.0 units",Lecture-Discussion,9:00-11:50am,"Tue, Thu","Scott Kroopf Charles Schner Doug Blush Todd Louiso Midge Costin",NULL,NULL,NULL
CTPR-421,"Practicum in Editing","2.0 units",Lecture,7:00-10:00pm,Wednesday,"Lauren Giordano",NULL,NULL,NULL
CTPR-427,"Introduction to Color Grading","2.0 units",Lecture,9:00-11:50am,Wednesday,"Andrew Balis",NULL,NULL,NULL
CTPR-440,"Practicum in Sound","2.0 units, max 4",Lecture,1:00-3:50pm,Monday,"Richard Burton",NULL,NULL,NULL
CTPR-441,"Sound Design","2.0 units",Lecture-Discussion,1:00-4:50pm,Thursday,"Stephen Flick",NULL,NULL,NULL
CTPR-465,"Practicum in Production Design","2.0 units",Lecture,7:00-10:00pm,Tuesday,"Michael Provart",NULL,NULL,NULL
CTPR-478,"Practicum in Directing","2.0 units",Lecture,7:00-10:00pm,Wednesday,"Robert Townsend",Cinema,zero,N/A
CTPR-497,"Music Video and Commercial Production","2.0 units",Lecture,7:00-10:00pm,Wednesday,"Rolf Kestermann Paula Walker-Kestermann",NULL,NULL,NULL
CTPR-507,"Production I","4.0 units",Lecture,10:00-11:50am,"Tue, Thu","Gail Katz Laura James",NULL,NULL,NULL
CTPR-508,"Production II","6.0 units",Lecture-Lab,9:00-11:50am,"Tue, Thu","Michael Taylor Petra Haffter Paul Maibaum Pablo Frasconi Stephen Flick",NULL,NULL,NULL
CTPR-523,"Introduction to Multiple-Camera Production","2.0 units",Lecture,1:00-4:50pm,Tuesday,"Robert Schiller",NULL,NULL,NULL
CTPR-533,"Directing Techniques","2.0 units",Lecture,7:00-10:30pm,Tuesday,"Michael Uno",Cinema,zero,N/A
CTPR-534,"Intermediate Production Design","2.0 units",Lecture-Discussion,7:00-10:00pm,Thursday,"Nathan Ogilvie",NULL,NULL,NULL
CTPR-535,"Intermediate Editing","2.0 units",Lecture,7:00-10:00pm,Tuesday,"Stephen Lovejoy",NULL,NULL,NULL
CTPR-538,"Intermediate Producing","2.0 units",Lecture,7:00-10:00pm,Monday,"Tim Marx",NULL,NULL,NULL
