First Name,Last Name,Department,Rating Class,Overall Rating
Bryce,Schonberger,Accounting,good,4.8
Hilary,Schor,English,good,3.8
Dennis,Schorr,Marketing,average,3.3
Erik,Schott,Social Work,good,4.2
Dan,Schrage,Social Science,good,3.9
Mark,Schroeder,Philosophy,good,3.5
John,Schroeder,Engineering,good,4.7
William,Schroeder,Chemistry,good,3.7
Corinna,Schroeder,Writing,good,5.0
Amy,Schroeder,Writing,good,4.5
Jenny,Schuetz,Policy Planning & Development,average,3.0
Rebecca,Schultz,Writing,good,4.0
Alan,Schumitzky,Mathematics,average,2.7
Laura,Schute,Journalism,good,3.5
David,Schwartz,Psychology,good,4.4
Vanessa,Schwartz,History,average,2.9
Sara,Schwartz,Social Work,good,4.8
Lisa,Schweitzer,Policy Planning & Development,average,3.5
Charlene,Scott,Social Work,good,5.0
Gary,Seaman,Anthropology,average,2.8
Dominic,Searles,Mathematics,good,3.6
Lisa,Sedano,Geography,average,2.5
Elizabeth,Sedano,Science,poor,1.8
Caesar,Sedek,Engineering,good,5.0
Susan,Segal,English,good,4.8
Deborah,Seibel,Cinema,good,3.5
Susanna,Seierup,Architecture,good,4.5
Thomas,Seifrid,Literature,average,2.6
Josh,Seim,Sociology,good,5.0
Terry,Seip,History,good,4.7
Ellen,Seiter,Cinema,good,3.8
Naomi,Sekely,Social Work,good,5.0
Michal,Sela-Amit,Social Work,good,3.7
Omeed,Selbe,Business,good,5.0
Richard,Selby,Information Science,good,4.8
Helena,Seli,Educational Psychology,good,4.6
Volha,Seliazniova,Slavic Languages & Literatures,good,5.0
Olga,Seliazniova,Slavic Languages amp Literatures,good,5.0
Kenneth,Seligson,Anthropology,good,4.9
Jeffery,Sellers,Political Science,good,3.8
Matthew,Selove,Marketing,good,4.4
Zekiye,Selvili,Finance,good,4.0
Suvrajeet,Sen,Engineering,good,3.6
Robert,Sencer,Law,good,5.0
Patrice,Sentino,Social Work,good,4.7
Ken,Sereno,Communication,good,4.6
Aaron,Serfaty,Music,good,5.0
Laura Isabel,Serna,Cinema,poor,1.9
Matteo,Sesia,Business,poor,2.4
Tracey,Seslen,Finance,average,2.8
Stan,Settles,Engineering,poor,2.3
Vivianne,Seyranian,Psychology,good,4.8
Fei,Sha,Computer Science,poor,1.2
Matthew,Shaffer,Accounting,good,5.0
Nayan,Shah,American Studies,average,2.8
Parvin,Shahlapour,Health Science,poor,1.3
Shelkh Aqib,Shahnawaz,Economics,good,3.6
Ali,Shahnawaz,Economics,good,3.5
Shiekh,Shahnawaz,Economics,good,4.8
Sonia,Shaikh,Communication,good,5.0
Julietta,Shakhbagova,Education,good,5.0
Bob,Shames,Accounting,good,4.3
Shahriar,Shamsian,Computer Science,good,4.0
Clarissa,Shan,Music,good,5.0
Maryam,Shanechi,Engineering,good,4.5
Dan,Shaner,Theatre,average,3.0
Suraj,Shankar,Writing,good,3.5
Seth,Shapiro,Cinema,poor,1.0
Abbass,Sharif,Business,good,4.6
Landon,Shaw,Music,poor,1.0
Christopher,Shaw,Theatre,good,4.0
Michael,Sheehan,Computer Science,good,3.5
Brett,Sheehan,History,good,4.2
Ramtin,Sheikhhassani,Mathematics,good,4.7
Judith Jude,Shelton,Theatre,good,5.0
Biing,Shen,Psychology,average,2.5
Keyue,Shen,Engineering,good,4.0
Wei-Min,Shen,Information Science,poor,1.4
Dan,Sherer,History,good,4.4
Rita,Sherma,Arts & Letters,good,4.5
Melina,Sherman,Communication,good,5.0
Alexei,Shevchenko,Political Science,good,3.5
Peng,Shi,Business,good,5.0
Geoffrey,Shiflett,Engineering,poor,2.2
Stephanie,Shih,Linguistics,average,3.0
Gloria,Shin,Cinema,good,5.0
Michael,Shindler,Computer Science,good,4.0
Katherine,Shing,Engineering,average,3.0
Brad,Shipley,Communication,good,5.0
Ryan,Shoemaker,Writing,good,4.8
Douglas,Shook,Business,good,4.6
Casey,Shoop,English,good,4.8
Kimberly,Shotwell,Educational Psychology,poor,2.2
Atiyeh,Showrai,Languages,good,4.5
Sam,Shpall,Philosophy,good,4.8
Stephanie,Shroyer,Theater,good,4.2
Robert,Shrum,Political Science,good,4.8
Peter,Shugarman,Biology,poor,1.5
Alan,Shumitzky,Mathematics,good,3.5
Koping,Shung,Engineering,good,3.5
Guilan,Siassi,French & Italian,good,4.2
Constantine,Sideris,Engineering,good,4.0
Robin,Siegal,Social Work,good,4.0
Jennifer,Siegal,Architecture,average,3.1
Aaron,Siegel,Design,average,2.7
Neil,Siegel,Engineering,good,5.0
Regina,Siez,Social Work,good,4.0
Paolo,Sigismondi,Communication,average,3.0
Josie,Sigler,Writing,good,4.9
Consuelo,Siguenza-Ortiz,Spanish & Portuguese,good,4.8
Trond,Sigurdsen,Biological Sciences,good,3.6
Carmen,Silva-Corvalan,Linguistics,poor,1.9
Kenneth,Silver,Philosophy,good,4.5
Amy,Silverberg,Writing,good,4.9
Merril,Silverstein,Longitudinal Studies,average,3.2
John,Silvester,Engineering,average,3.3
Andrei,Simic,Anthropology,good,3.7
Kendall,Simmonds,Accounting,average,3.1
Bryan,Simms,Music,good,4.7
Dan,Simon,Law,average,3.2
Andrew,Simpson,Linguistics,good,4.7
Deborah,Sims,Writing,good,4.7
Dan,Simundza,Economics,average,2.9
Safiya,Sinclair,English,poor,1.0
Harlin,Singh,Business,poor,1.0
Callie,Siskel,English,good,5.0
Carolina,Sitnisky-Cole,Spanish,good,4.7
Tom,Sito,Film,good,4.8
Catherine,Skibo,Chemistry,poor,1.2
William-Thomas,Slaughter,Physical Education,good,5.0
John,Slaughter,Education,good,5.0
Julie,Slayton,Education,good,4.3
David,Sloan,Policy Planning  Development,good,5.0
Nate,Sloan,Music,good,5.0
Tom,Sloper,Computer Science,average,3.1
Marie,Smart,English,good,5.0
Sabrina,Smiley,Medicine,good,3.6
Christopher,Smith,Communication,good,4.4
Erna,Smith,Journalism,good,4.1
Jeff,Smith,Communication,average,3.3
Susan,Smith,Social Work,good,4.2
Scott,Smith,Writing,good,4.4
John,Smith,Journalism,average,3.0
Bruce,Smith,Reading,average,3.3
Lori,Smith,Accounting,average,3.0
Gary,Smith,Accounting,good,4.0
Mariah,Smith,Classics,good,5.0
Candace,Smith,Social Work,good,5.0
Harris,Smith,Accounting,poor,1.3
Stan,Smith,Social Work,poor,2.0
Linsey,Smith,Occupational Therapy,good,4.8
Micheal,Smith,Music,good,5.0
Kathy,Smith,Cinema,good,5.0
Stacy L,Smith,Communication,good,4.2
Emily,Smith-Greenaway,Sociology,good,4.7
Renee,Smith-Maddox,Social Work,good,4.0
Kirk,Snyder,Business,good,4.3
Chi,So,Computer Science,good,4.7
Scott,Soames,Philosophy,good,3.5
Paul,Sobaje,Mathematics,good,4.8
Jill,Sohm,Environmental Studies,average,3.4
Alexander,Soibelman,Mathematics,poor,1.8
Jacob,Soll,History,good,4.2
Jeff,Solomon,Humanities,good,4.3
Olga,Solomon,Engineering,good,4.5
David,Solomon,Business,good,3.8
Maryam,Soltan,Engineering,poor,1.8
Amy,Sommer,Business,poor,2.4
Qingshuo,Song,Mathematics,poor,1.0
Dong,Song,Engineering,poor,1.0
Varun,Soni,Religion,good,4.7
Mina,Soroosh,French & Italian,good,4.6
Carlos,Sosa,Social Work,good,3.8
Siari,Sosa,Engineering,average,3.3
Greys,Sosic,Business,average,3.2
Claradina,Soto,Health Science,average,2.8
Guillermo,Souto,Mathematics,good,3.8
Anthony,Sparks,American Studies,good,3.7
Jeff,Speakes,Economics,good,3.7
Geoff,Spedding,Engineering,good,4.2
Rory,Spence,Biological Sciences,good,4.7
Scott,Spencer,Music,good,4.6
Donald,Spivack,Policy Planning  Development,good,5.0
Julia,Sprague,Physical Education,good,5.0
Mike,Sproul,Economics,good,3.9
Jason,Squire,Film,average,3.3
David,Sragow,Political Science,good,4.8
Darry,Sragow,Political Science,good,5.0
Ashok,Srinivasan,Accounting,average,3.0
David,St John,English,good,5.0
Jim,Staahl,Cinema,good,4.8
Donna,Staal,Policy Planning & Development,poor,1.9
Gordon,Stables,Communication,good,4.5
Yann,Staelens,Engineering,good,3.5
Mark,Stagen,Business,good,5.0
David,Stamper,Communication,average,3.3
Craig,Stanford,Anthropology,good,4.3
Pamela,Starr,International Relations,average,3.4
Andreas,Stathopoulos,Business,good,4.4
Bert,Steece,Business,poor,1.1
Zachary,Steel,Theatre,good,4.6
James,Steele,Architecture,average,3.0
Lori,Steele,Physical Education,good,5.0
Samuel,Steinberg,Spanish,good,4.2
Rochelle,Steiner,Critical Studies,poor,1.0
Holoua,Stender,Education,good,5.0
Liana,Stepanyan,Spanish & Portuguese,good,4.9
Clayton,Stephenson,Psychology,average,3.0
Adrian,Stern,Accounting,good,3.6
Karen,Sternheimer,Sociology,good,4.0
Michael,Stever,Music,good,5.0
David,Stewart,Marketing,good,5.0
Peggy,Stewart,Social Work,good,5.0
Lorien,Stice-Lawrence,Accounting,good,4.3
Burton,Stiefel,Social Work,good,5.0
Gary,Stiler,Education,good,4.0
Shilarna,Stokes,Theatre,good,5.0
Andrea,Stolpe,Music,good,4.8
Nomi,Stolzenberg,Law,good,4.4
Stacia,Stolzenberg,Law,good,4.7
Scott,Stone,Cinema,good,4.0
Fred,Stone,Social Work,good,5.0
Dawn,Stoppiello,Dance,good,4.7
Lowell,Stott,Geology,average,2.6
Andrew,Stott,English,good,5.0
Nick,Stoubis,Music,good,4.7
Laurance,Strait,Communication,good,4.8
Sasha,Strauss,Business,average,3.0
John,Strauss,Economics,good,4.3
Adriana,Streifer,Writing,good,3.5
Nick,Strimple,Arts & Letters,good,4.8
John,Strong,Writing,good,4.2
Katherine,Strunk,Education,good,4.2
Qingtang,Su,Mathematics,average,3.0
Janani,Subramanian,Cinema,good,5.0
Bala,Subramanian,Business,average,3.0
Julie,Suh,Business,good,4.4
Gaurav,Sukhatme,Computer Science,good,4.2
Alexander,Suleiman,Music,good,4.8
Cornelius,Sullivan,Biology,poor,1.6
Neal,Sullivan,Biology,poor,1.2
Brian,Sullivan,Business,good,5.0
Michael,Suman,Communication,good,3.5
Michael,Summerlin,Business,good,4.6
Wen,Sun,Business,average,3.1
Liying,Sun,East Asian Studies,good,4.0
Fengzhu,Sun,Biological Sciences,average,3.3
Tianshu,Sun,Business,good,4.0
Melora,Sundt,Education,good,4.8
Roberto,Suro,Journalism,average,3.2
Steven,Sussman,Health Science,good,4.0
Danny,Sussman,Film,good,4.3
Christopher,Sutherland,Physics & Astronomy,good,4.9
Ekaterina,Svyatets,Environmental Studies,good,4.7
Chris,Swain,Information Science,average,3.0
Larry,Swanson,Biological Sciences,average,3.0
Elizabeth,Swart,Social Work,good,4.8
William,Swartout,Computer Science,poor,1.0
Bill,Swartout,Computer Science,poor,1.0
Lana,Swartz,Communication,good,4.5
Mick,Swartz,Business,poor,2.0
Shauna,Sweeney,Writing,good,4.5
Zivia,Sweeney,Accounting,average,3.0
Tosha,Sweet,Social Work,good,5.0
Jamie,Sweetman,Fine Arts,good,4.0
Charles,Swenson,Accounting,good,4.0
Jennifer,Swift,Geography,average,3.3
Malgorzata,Switek,Economics,good,4.5
Maggie,Switek,Economics,good,5.0
Costas,Synolakis,Engineering,average,2.9
Antonia,Szabari,Languages,poor,2.2
Marianne ,Szymanski,Business,good,4.6
Angel,Tabancay,Biology,good,4.6
Moe,Tabar,Engineering,average,2.5
Felicia,Tabing,Mathematics,poor,2.4
April,Tai,Engineering,poor,1.0
Satsuki,Takahashi,Engineering,good,4.8
Kathy,Takayama,Business,average,3.1
Kazuo,Takeda,Engineering,poor,2.3
Vuk,Talijan,Economics,good,4.5
Wendy,Talley,Social Work,average,2.9
Masako,Tamanaha,East Asian Languages,good,4.4
Milind,Tambe,Computer Science,good,4.8
Guofu,Tan,Economics,good,3.7
Gabriel,Tan,Policy Planning amp Development,good,5.0
Patricia,Tan,Psychology,poor,1.0
Santosh,Tandon,Linguistics,good,5.0
Yan,Tang,Policy Planning & Development,good,3.9
David,Tang ,Information Science,good,4.8
Armand,Tanguay,Engineering,good,3.5
Ryutov,Tanya,Computer Science,good,4.0
Jonathan,Taplin,Communication,good,4.0
Chester,Taranowski,Social Work,good,5.0
Tatiana,Tatarinova,Mathematics,good,5.0
Dana,Tate,Education,good,3.7
Daniel,Taub,Journalism,average,2.5
Ryan,Taylor,Writing,good,4.0
Ella,Taylor,Cinema,good,4.0
Jay,Taylor,Mathematics,poor,1.5
Patricia,Taylor,Writing,good,3.5
Scott,Taylor,French amp Italian,average,3.3
Clark,Taylor,Policy Planning & Development,good,5.0
Jasmine,Tehrani,Psychology,good,4.3
Murray,Teitell,Physics,good,4.5
Sheila,Tejada,Computer Science,poor,1.5
Riaz,Tejani,Law,good,4.5
Michaela,Telfer,Writing,poor,2.2
Florenta,Teodoridis,Business,good,5.0
Veronika,Terriquez,Sociology,good,4.5
Rocio,Terry,Social Work,good,5.0
Jervey,Tervalon,English,average,2.5
William,Thalmann,Classics,good,4.0
James,Thing,Sociology,good,4.6
Michael,Thom,Policy Planning & Development,good,4.9
Doug,Thomas,Communication,good,3.6
John,Thomas,Music,average,3.5
Caroline,Thomas,Fine Arts,average,3.2
James,Thomas,Art History,good,5.0
Shanea,Thomas,Social Work,average,3.2
Carlos,Thomas,Business,good,4.0
Tok,Thompson,Anthropology,good,3.6
Mark,Thompson,Chemistry,poor,2.4
Barry,Thompson,Chemistry,good,4.8
Meggan,Thompson,Social Work,good,5.0
Hannah,Thomson,Social Work,good,4.0
Daniel,Tiffany,Philosophy,poor,1.9
Andrew,Tinseth,Accounting,good,3.8
Karen,Tinsley,Social Work,good,4.5
Arlene,Tippy,Social Work,average,3.0
Beauregard,Tirebiter,Health Science,good,4.8
Neelesh,Tiruviluamala,Mathematics,good,4.7
Nancy,Tkacs,Nursing,good,4.5
Rodney,To,Theatre,good,5.0
Patricia,Tobey,Education,good,4.5
Richard,Todd,Music,poor,1.0
Cody,Todd,Writing,good,4.7
Paul,Tokorcheck,Mathematics,average,3.0
Johanna,Tolan,Business,average,3.2
George,Tolomiczenko,Engineering,good,4.5
Thea,Tomaini,English,good,4.6
David,Tomkins,Writing,good,4.2
Doug,Tompos,Theater,good,4.5
Karen,Ton,Accounting,good,4.3
George,Toney,Physical Education,good,4.3
Xin,Tong,Business,poor,1.8
Karen,Tongson,English,good,3.8
Lannie,Tonnu,Policy Planning & Development,good,5.0
Richard,Tontz,Business,average,3.3
Devin,Toohey,Thematic Option,good,4.0
Alejandro,Toriello,Engineering,good,5.0
Domino,Torres,English,good,4.6
Michael,Toshiyuki-Uno,Cinema,good,3.9
Lucille,Toth,Languages,good,4.1
Jeremy,Toulisse,Mathematics,good,5.0
Marlene,Towns,Business,average,2.8
Martha,Townsend,Communication,good,4.1
Sarah,Townsend,Business,good,4.5
Mary,Traester,Writing,good,4.7
Jackson,Trager,Psychology,good,5.0
Aaron,Trammell,Communication,good,4.0
Sharon,Tran,American Studies,average,2.7
Dorian,Traube,Social Work,good,4.1
David,Treuer,English,average,2.8
Gregory,Treverton,International Relations,good,4.0
Jennifer,Treweek,Engineering,poor,1.3
Mikhailo,Trifunac,Engineering,good,4.0
William,Troost,Policy Planning & Development,good,4.9
Alison,Trope,Communication,average,3.3
Ozzy,Trujillo,Fine Arts,good,4.0
Osvaldo,Trujillo,Design,good,4.0
Eric,Trules,Theater,good,3.9
Carolyn,Truong,Biology,good,5.0
Katrin,Tschirgi,Writing,good,5.0
Tin-Yu,Tseng,East Asian Languages,good,5.0
David,Tsui,Accounting,good,4.0
Trisha,Tucker,English,good,4.3
Amjad,Tuffaha,Mathematics,good,4.5
Stephanie,Tully,Marketing,good,3.8
Lorraine,Turcotte,Kinesiology,average,2.8
Timothy,Turnbull,International Relations,good,5.0
Miki,Turner,Journalism,good,4.8
Jarvis,Turner,Physical Education,good,5.0
Myra,Turner,Journalism,good,4.0
Lisa,Tush,Communication,good,5.0
Selale,Tuzel,Business,good,4.2
James,Tyler,Architecture,good,4.8
Tessy,Tzoytzoyrakos,English,good,5.0
Ben,Uchiyama,History,good,5.0
Firdaus,Udwadia,Engineering,good,5.0
Arianna,Uhalde,Marketing,average,3.1
Gulden,Ulkumen,Marketing,good,4.5
Sabrina,Ullah,Social Work,average,3.4
Monte,Ung,Engineering,average,2.8
Paul,Urcioli,Theatre,good,4.8
Ioana,Uricaru,Film,average,3.0
Gabriel,Uzquiano,Philosophy,good,3.7
Shantel,Vachani,Social Work,good,4.8
Russell,Vakharia,Engineering,good,5.0
Marcel,Valcarce,Computer Science,good,4.3
Wenonah,Valentine,Policy Planning  Development,poor,1.0
Jody,Vallejo,Sociology,good,4.2
Alberto,Vallejo,Kinesiology,average,3.1
Elizabeth,Valmont,Architecture,good,5.0
Kevin,Van Bladel,Classics,good,3.6
James,Van Cleve,Philosophy,average,2.5
Julie,Van Dam,French amp Italian,good,5.0
Dagmar,Van Engen,English,good,4.3
Marshall,Vance,Accounting,good,4.2
Guillaume,Vandenbroucke,Economics,average,3.3
Steve,Vankanegan,Physical Education,good,4.7
Erika,Varis,Spanish & Portuguese,average,3.0
Priya,Vashishta,Computer Science,good,5.0
Hannah,Vaughan,French  Italian,good,4.5
Richard,Vawter,Information Science,average,3.2
Sherry,Velasco,Gender Studies,average,3.2
Aro,Velmet,History,good,3.8
Russell,Vergara,Social Work,good,4.0
Rubina,Verma,Economics,good,4.3
Marc,Vermulst,Gerontology,good,5.0
Victoria,Vibhakar,Social Work,good,5.0
Trehan,Vibhor,Engineering,good,5.0
Kadri,Vihvelin,Philosophy,average,3.3
Andrey,Vilesov,Chemistry,good,4.0
Christina,Villa,Languages,good,4.5
Robert,Villa,Social Work,good,4.6
Margarita,Villagrana,Social Work,poor,2.0
Irene,Villanueva,Education,poor,1.5
Christian,Vincent,Dance,poor,1.0
Sivarama,Vinjamury,Health Science,good,5.0
Cristina,Visperas,Communication,good,3.8
Marci,Vogel,Humanities,good,4.7
Carl,Voigt,Business,good,4.1
Mircea,Voineagu,Mathematics,good,3.9
Zdenek,Vorel,Mathematics,poor,1.2
Robert,Vos,Environmental Studies,good,3.5
Lee,Vu,Hospitality,good,5.0
Sophia,Wachholtz,Communication,good,4.8
Rohit Dan,Wadhwani,Business,good,5.0
William,Wagner,Physics,poor,1.9
Jon,Wagner,Film,average,3.0
Ryan,Waite,Communication,good,5.0
Cheryl,Wakslak,Business,good,4.5
Sozan,Wali,Arabic & Islamic Studies,average,3.1
Robyn,Walker,Business,good,3.6
Rachel,Walker,Linguistics,average,3.1
Tessa,Wallace,Social Work,average,3.0
David,Wallace,Philosophy,good,4.0
Robert,Waller,Writing,good,4.5
Dale,Wallis,Accounting,good,4.0
David,Walsh,Psychology,good,4.7
John,Walsh,Biology,good,4.2
John,Walsh,Gerontology,good,4.7
Darby,Walters,English,good,4.5
Kendra,Walther,Information Science,good,4.2
Benita,Walton-Moss,Nursing,good,4.3
Stephanie,Wander,Social Work,poor,1.0
Chunming,Wang,Mathematics,poor,1.7
Shiing-Wu,Wang,Business,good,3.8
Yongxiang,Wang,Finance,average,2.6
Yanzhi,Wang,Engineering,good,4.9
Cynthia,Wang,Communication,average,3.0
Ning,Wang,Computer Science,poor,1.0
Wei,Wang,Communication,good,5.0
Weinan,Wang,Mathematics,good,5.0
Chao,Wang,Computer Science,good,4.3
Pin,Wang,Engineering,average,3.0
Amy,Ward,Business,good,4.4
Thomas,Ward,Anthropology,good,4.0
Sonja,Warfield,Cinema,good,4.7
Elisa,Warford,Writing,good,4.5
Nicholas,Warner,Science,good,4.7
Jared,Warner,Mathematics,good,5.0
Naomi,Warren,Communication,poor,2.3
Jennifer,Warren,Cinema,good,4.0
Arieh,Warshel,Chemistry,average,3.1
Hank,Wasiak,Marketing,good,4.7
Kasia,Wasilewska,Mathematics,good,5.0
Noam,Wasserman,Business,good,5.0
Miles,Watkins,Cinema,good,4.2
Gary,Watson,Philosophy,good,5.0
Joshua,Watson,Medicine,good,3.5
Jeff,Watson,Cinema,good,4.5
Amy,Watson,History,good,4.0
Trixy,Wattenbarger,Cinema,good,4.1
Alan,Watts,Biological Sciences,good,4.3
Wynne,Waugaman,Social Work,good,3.7
Ellen,Wayland-Smith,Writing,good,5.0
Jeffrey,Weaver,Economics,average,3.3
Eric,Webb,Biology,average,2.9
Jason,Webb,Comparative Literature,good,4.5
Tracy,Webb,Social Work,average,3.3
David,Weber,Cinema,average,2.8
Allan,Weber,Engineering,good,3.8
Ralph,Wedgwood,Philosophy,average,3.0
Dan,Wei,Policy Planning & Development,good,5.0
Yanhao,Wei,Marketing,good,4.0
Alexis,Weidig,Fine Arts,average,3.2
Steven,Weinberg,Business,average,2.8
Jess,Weiner,Journalism,poor,1.0
Rebecca,Weintraub,Communication,good,4.5
Mark,Weiser,Music,good,4.2
Yaffa,Weisman,Religion,good,4.7
Kristen,Weiss,Environmental Studies,good,4.5
Elisabeth,Weiss,Writing,good,4.0
Julie,Welch,Theatre,good,5.0
Nick,Weller,International Relations,good,4.0
L. Carter,Wellford,Engineering,average,2.5
Jennifer,Wells,History,good,5.0
Brandi,Wells,English,good,5.0
Matthew,Wells,Social Work,poor,1.6
Alexis,Wellwood,Philosophy,good,4.2
Gerrit,Welper,Mathematics,poor,2.3
Bo,Wen,Policy Planning & Development,good,5.0
Erika,Wenstrom,Writing,good,4.9
Steven,Werber,Business,poor,2.2
Heather,Werner,Social Work,good,4.0
Stephen,Wernet,Social Work,good,5.0
Adlai,Wertman,Business,good,4.8
Alex,Wescott,Writing,average,3.0
Joshua,West,Geology,good,4.3
Peter,Westwick,History,good,4.3
Regina,Wetzer,Biology,average,2.6
Marilee,Wheaton,Engineering,poor,2.0
Monika,White,Social Work,good,5.0
Ruth,White,Social Work,poor,2.3
Lee,White,Policy Planning amp Development,good,4.0
Elizabeth,Whitfield,Nursing,good,5.0
Matthew,Whiting,Computer Science,good,5.0
Richard,Whitley,Cinema,good,5.0
Tristan,Whitman,Film,good,4.0
Emerson,Whitney,Gender Studies,good,5.0
Doni,Whitsett,Social Work,average,3.0
Sibyl,Wickersheimer,Theatre,good,4.5
Zachary,Wickham,Mathematics,good,5.0
Marianne,Wiggins,Writing,good,4.0
Therese,Wilbur,Marketing,average,2.7
Rand,Wilcox,Psychology,average,3.3
D.C,Wilcox,Engineering,average,2.7
Elizabeth,Wilcox,Writing,average,3.0
David,Wilczynski,Computer Science,poor,2.0
Simon,Wilkie,Economics,good,4.0
Celis,William,Journalism,good,4.7
Walter,Williams,Women's Studies,good,3.6
Diana,Williams,History,average,3.1
Thomas,Williams,Mathematics,poor,2.3
Andrew,Williams,Mathematics,good,5.0
Dmitri,Williams,Communication,average,3.3
Lori,Williams,Business,poor,2.0
Neftalie,Williams,Communication,good,5.0
Porter,Williams,Philosophy,average,3.0
Duncan,Williams,Religion,good,5.0
Travis,Williams,Chemistry,average,3.0
Howard,Williamson,Engineering,good,5.0
Holly,Willis,Fine Arts,average,3.0
Alan,Willner,Engineering,good,4.0
John,Wilson,Geography,average,2.6
Marcia,Wilson,Social Work,good,3.9
Karen,Wilson,Writing,good,4.3
Michelle,Wilson,English,good,3.9
Francille,Wilson,Geography,average,2.6
Eric,Wilson,Physics & Astronomy,poor,1.0
Nancy,Wilson,Communication,good,4.6
Jesse,Wilson,Philosophy,good,4.5
Cheryl,Wilson,Social Work,good,4.2
Anndretta,Wilson,American Studies,average,3.3
Ernest,Wilson,Communication,poor,1.0
Scott,Wiltermuth,Business,good,4.0
Matthew,Winchester,Biological Sciences,good,4.0
Myka,Winder,Occupational Therapy,average,2.8
Lance,Winkel,Design,average,3.2
Thomas,Winningham,Thematic Option,good,5.0
Doni,Winsett,Social Work,good,4.2
Victoria,Winsett,Social Work,good,4.9
Aaron,Winslow,Thematic Option,good,4.5
Diane,Winston,Journalism,good,4.1
Debbie,Winters,Social Work,good,3.5
Heather,Wipfli,Medicine,good,4.3
Tim,Wirkus,Writing,good,5.0
Carol,Wise,International Studies,good,4.0
Geoffrey,Wiseman,International Studies,good,4.0
Michael,Wissot,Communication,good,4.8
Andrea,Witkin,Social Work,good,4.8
Laura,Wittcoff,Social Work,good,5.0
Regina,Wittenberg Moerman,Accounting,good,4.8
Lee,Wochner,Writing,good,3.5
Ewa,Wojciak,Fine Arts,good,3.9
Frank,Wolcott,Mathematics,poor,2.0
Richard ,Wolf,Music,good,5.0
Thomas,Wolfe,English,good,3.6
Yael,Wolinsky-Nahmias,Political Science,good,3.8
Janelle,Wong,Political Science,good,3.6
H. L.,Wong,Engineering,good,3.9
KA,Wong,East Asian Lang. & Literature,good,4.9
Ting Kam Leonard,Wong,Mathematics,poor,2.0
Yu Ting,Wong,Accounting,good,4.3
Ting-Kam,Wong,Mathematics,poor,1.0
Janna,Wong-Healy,Business,good,4.2
Michael,Woo,Policy Planning & Development,average,2.7
Wendy,Wood,Psychology,average,3.4
Justin,Wood,Psychology,good,4.2
Samantha,Wood,Psychology,good,5.0
Keith,Woodhouse,History,good,5.0
Paula,Woodley,Communication,good,4.0
Kathleen,Woodruff,Nursing,good,4.3
Sheila,Woodward,Music,good,4.5
Russ,Woody,Cinema,good,5.0
Erika,Wright,English,good,4.5
Jonathan,Wright,Philosophy,good,5.0
Zoe,Wu,Languages,good,4.9
Vivian,Wu,Policy Planning & Development,average,2.5
Xuelin,Wu,Biology,average,2.5
Yanhui,WU,Economics,good,3.5
Shinyi,WU,Engineering,good,4.1
Chia-Fen,Wu,East Asian Languages,good,4.5
Wensheng,Wu,Computer Science,poor,2.3
"William ""Yance""",Wyatt,Writing,good,4.7
Ebony,Wyatt,Business,good,5.0
Mark,Wyse,Fine Arts,good,5.0
Zibin,Xu,Marketing,good,3.8
Jack,Xu,Computer Science,good,5.0
Gideon,Yaffe,Philosophy,good,4.2
Bill,Yahraus,Film,average,3.3
Ann Marie,Yamada,Social Work,good,4.0
Stanley,Yamashiro,Engineering,poor,2.4
Alicia,Yancy,Accounting,good,5.0
Bingen,Yang,Engineering,average,3.2
Ping,Yang,Languages,good,4.0
Botao,Yang,Business,good,3.6
Sha,Yang,Marketing,good,4.4
Aimei,Yang,Journalism,good,4.0
Daiming,Yang,Computer Science,good,5.0
Jiaowen,Yang,Mathematics,good,5.0
Linda,Yaron,Physical Education,good,5.0
Jeffrey,Yarvis,Social Work,good,5.0
Veli,Yashin,Humanities,poor,2.2
Ann,Yasin,Art History,good,3.8
Anri,Yasuda,East Asian Languages,good,5.0
Louise,Yates,Engineering,average,2.9
Hajar,Yazdiha,Sociology,good,5.0
Bruce,Yazejian,Neuroscience,average,3.0
Maureen,Yeager Mchugh,Cinema,good,5.0
Erit,Yellen,Communication,good,5.0
Jesse,Yen,Engineering,good,4.2
Donald,Yett,Economics,average,3.0
Gokhan,Yildirim,Mathematics,good,3.9
Hong,Yin,Mathematics,good,3.9
Helena,Yli-Renko,Business,good,5.0
Diane,Yoder,Policy Planning & Development,average,3.0
Paul,Young,Music,good,4.6
Edmund,Young,Social Work,average,3.0
Robert,Young,Engineering,poor,1.8
Beverly,Younger,Social Work,good,5.0
Lori,Yue,Business,good,5.0
Haitian,Yue,Mathematics,average,2.8
Alex,Yufik,Psychology,good,4.4
Raymundo,Zacarias,Social Work,good,5.0
Ali,Zadeh,Engineering,poor,1.6
Ali,Zahid,Engineering,average,3.3
Sherry,Zaks,Political Science,good,4.0
Kristen ,Zaleski,Social Work,good,5.0
Paolo,Zanardi,Physics & Astronomy,poor,1.5
Lara,Zane,Theater,good,3.7
David,Zarazua,Spanish & Portuguese,average,3.3
Jose,Zavala,Journalism,good,5.0
Cristina,Zavaleta,Engineering,average,3.0
Emily,Zeamer,Anthropology,good,3.5
David,Zeke,Economics,good,4.8
Elizabeth,Zelinski,Psychology,good,3.8
Jason,Zevin,Psychology,good,3.9
Jianfeng,Zhang,Mathematics,average,3.3
